"","name","count","meanstar","adjustment"
"2612","Eteaket",48,3.64583333333333,0
"2613","Ethiopian House Restaurant",70,3.55714285714286,0
"2614","Ethiopiques",56,3.30357142857143,-0.396
"2615","Etsu Restaurant",70,4.01428571428571,0.314
"2616","Euro Pizza Cafe",67,3.35820895522388,-0.342
"2617","European Bakery and Cafe",47,4.27659574468085,0.577
"2618","Evan's Old Town Grille",55,4.01818181818182,0.318
"2619","Even Stevens",59,4.49152542372881,0.792
"2620","Everest Hakka Cuisine",44,4.09090909090909,0.391
"2621","Everybody Loves Fondue",67,4.37313432835821,0.673
"2622","Everyday Noodles",253,4.01581027667984,0.316
"2623","Everything Bagels",42,3.30952380952381,0
"2624","EVO",252,4.05555555555556,0.356
"2625","Evoke",35,3.51428571428571,0
"2626","Evviva Breakfast & Lunch - Downtown Toronto",32,3.4375,0
"2627","Express Donuts",87,4.60919540229885,0.909
"2628","Extreme Pita",63,3.3968253968254,-0.303
"2629","Ezekiel's",105,4.40952380952381,0.71
"2630","F'Amelia",53,3.50943396226415,0
"2631","F Pigalle",45,4.24444444444444,0.544
"2632","Fabarnak",76,4.19736842105263,0.497
"2633","Fabbrica",93,3.31182795698925,-0.388
"2634","Faberg¨¦",134,3.78358208955224,0
"2635","Factory Girl",40,3.475,0
"2636","Fahrenheit",349,3.40687679083095,-0.293
"2637","Fair Trade Cafe",124,4.04838709677419,0.348
"2638","Fair Trade Coffee",37,3.94594594594595,0
"2639","Faith Coffee And Sweets",32,4.3125,0.612
"2640","Fajitas A Sizzlin Celebration",132,3.78030303030303,0
"2641","Falafel Cafe",55,3.12727272727273,-0.573
"2642","Falafel Xpress",35,4.37142857142857,0.671
"2643","Falbo Bros. Pizzeria",62,3.16129032258065,-0.539
"2644","Faley Restaurant",31,3.74193548387097,0
"2645","Falko Konditormeister",33,3.96969696969697,0
"2646","FAME",49,2.18367346938776,-1.516
"2647","F¨¤me Caffe",142,4.38028169014085,0.68
"2648","Familia Pizzeria",147,3.98639455782313,0.286
"2649","Famoso Neapolitan",71,3.64788732394366,0
"2650","Famous Dave's",453,3.73068432671082,0
"2651","Famous Dave's Bar-B-Que",146,3.60958904109589,0
"2652","Famous Dave's Barbeque",190,3.46315789473684,-0.237
"2653","Famous Dave's Barbeque - Las Vegas",111,3.11711711711712,-0.583
"2654","Famous Dave's BBQ",102,3.2156862745098,-0.484
"2655","Famous Gyro George",47,2.85106382978723,-0.849
"2656","Famous Johnny B's Pizzeria",51,3.72549019607843,0
"2657","Famous Ray's Pizza",131,3.80152671755725,0
"2658","Famous Toastery",374,3.67647058823529,0
"2659","Famous Toastery Ballantyne",89,3.67415730337079,0
"2660","Fancy Chinese Cuisine",64,3.484375,-0.216
"2661","Fancy Franks",99,3.3030303030303,-0.397
"2662","Fantasy Eatery",33,3.27272727272727,-0.427
"2663","Fanzone Wings & Ribs",51,4.41176470588235,0.712
"2664","Farinacci Pizza",44,3.70454545454545,0
"2665","Farm",69,2.91304347826087,-0.787
"2666","Farm & Craft",93,3.64516129032258,0
"2667","Farm At South Mountain",195,4.21025641025641,0.51
"2668","Farm Basket",75,3.86666666666667,0
"2669","Farmer Boys",475,3.39789473684211,-0.302
"2670","Farmhouse Tavern",106,3.80188679245283,0
"2671","Farren's Pub & Eatery",129,4.03875968992248,0.339
"2672","Fast Biryani",37,4.13513513513514,0.435
"2673","Fast Eddie's",38,3.68421052631579,0
"2674","Fast Eddie's Diner",51,3.54901960784314,0
"2675","Fast Fresh Foods",36,3.19444444444444,-0.506
"2676","Fat Bastard Burrito",209,3.10526315789474,-0.595
"2677","Fat Bastard Burrito Co",39,3.79487179487179,0
"2678","Fat Boy",158,4.49367088607595,0.794
"2679","Fat Cats",81,4.20987654320988,0.51
"2680","Fat Cats Gilbert",100,3.86,0
"2681","Fat Choy",264,4.12878787878788,0.429
"2682","Fat Dumpling",105,3.54285714285714,0
"2683","Fat Heads Brewery and Saloon",264,4.10227272727273,0.402
"2684","Fat Heads Saloon",344,4.0406976744186,0.341
"2685","Fat Moe's Pizza & Wings",33,3.15151515151515,-0.548
"2686","Fat Ninja Bite",39,4.61538461538461,0.915
"2687","Fat Pasha",72,3.75,0
"2688","Fat Sandwich Company",51,3.15686274509804,-0.543
"2689","Fat Tuesday",211,3.97630331753555,0.276
"2690","Fat Willy's",131,2.86259541984733,-0.837
"2691","Fatburger",799,3.06633291614518,-0.634
"2692","Fate 905",59,3.15254237288136,-0.547
"2693","Fatso's Pizza",68,3.63235294117647,0
"2694","Fattoush Restaurant",40,3.6,0
"2695","Fatty Daddy's",150,4.48666666666667,0.787
"2696","FATZ Cafe",36,3,-0.7
"2697","Fausto's Mexican Grill",195,3.73846153846154,0
"2698","Fausto's Mexican Grill 3",61,3.88524590163934,0
"2699","Fazoli's",73,3.19178082191781,-0.508
"2700","FBI PIZZA",43,3.06976744186047,-0.63
"2701","Feast Buffet",782,3.05754475703325,-0.642
"2702","Feast Buffet at Boulder Station",40,3.175,-0.525
"2703","Federal Pizza",379,4.26912928759894,0.569
"2704","Federick",64,3.265625,-0.434
"2705","Federick Restaurant",63,3.79365079365079,0
"2706","Federico's Mexican Food",263,3.16730038022814,-0.533
"2707","Federicos Mexican Food",44,3.13636363636364,-0.564
"2708","Feeney's Restaurant and Bar",136,4.24264705882353,0.543
"2709","Felice",81,3.7283950617284,0
"2710","Felipito's Mexican Food",104,3.55769230769231,0
"2711","Fellini's Ristorante",89,3.86516853932584,0
"2712","Feng Japanese Steak Hibachi & Sushi House",36,3.72222222222222,0
"2713","Fenwick's",60,4,0.3
"2714","Fern",146,4.06849315068493,0.368
"2715","Ferraro's Italian Restaurant & Wine Bar",387,4.17571059431525,0.476
"2716","Ferreira Caf¨¦",94,3.95744680851064,0.257
"2717","Ferris Steak House & Tavern",33,3.15151515151515,-0.548
"2718","Ferro Bar & Cafe",43,3.62790697674419,0
"2719","Festival Buffet",53,2.45283018867925,-1.247
"2720","FEZ",753,4.02523240371846,0.325
"2721","Fiamma",98,4.04081632653061,0.341
"2722","Fiamma Trattoria & Bar",423,3.79432624113475,0.094
"2723","Fibber Magees",115,3.76521739130435,0
"2724","Fickle",33,2.87878787878788,-0.821
"2725","Fiddler's Green",31,4.12903225806452,0.429
"2726","Field Table",47,3.46808510638298,0
"2727","Fieramosca",35,4.37142857142857,0.671
"2728","Fiesta Burrito",147,3.96598639455782,0.266
"2729","Fiesta Cafe",31,3.67741935483871,0
"2730","Fiesta Filipina Cuisine",147,3.53741496598639,0
"2731","Fiesta Henderson",124,2.37096774193548,-1.329
"2732","Fiesta Jalape<U+00F1>os",54,4.38888888888889,0.689
"2733","Fiesta Jalape<U+00F1>os Mexican Grill",35,4.22857142857143,0.529
"2734","Fiesta Maya",37,3.83783783783784,0
"2735","Fiesta Mexicana",172,3.44186046511628,-0.258
"2736","Fiesta Rancho",48,2.29166666666667,-1.408
"2737","Figo",58,3.48275862068966,0
"2738","Figs Breakfast & Lunch",53,3.81132075471698,0
"2739","FIKA",61,4.08196721311475,0.382
"2740","Filiberto's",270,2.5962962962963,-1.104
"2741","Filiberto's Mexican Food",381,2.80314960629921,-0.897
"2742","Filiberto's Mexican Food & Bar",40,3.375,0
"2743","Filiberto's Mexican Restaurant",32,3.34375,0
"2744","Filibertos",89,3.12359550561798,-0.576
"2745","Filibertos Mexican Food",99,2.51515151515152,-1.185
"2746","Fin",72,2.93055555555556,-0.769
"2747","Fin Izakaya",61,3.36065573770492,-0.339
"2748","Final Round Sports Bar & Grill",31,3.67741935483871,0
"2749","Fionn MacCool's Irish Pub",127,3.28346456692913,-0.417
"2750","Fiori's Pizzaria",150,4.3,0.6
"2751","Fire",119,4.21848739495798,0.518
"2752","Fire on the East Side",64,3.609375,0
"2753","Firebirds Wood Fired Grill",636,3.99528301886792,0.295
"2754","Fired Pie",935,4.19465240641711,0.495
"2755","Fired Up Grill",55,3.47272727272727,0
"2756","Firefly",1791,4.25572305974316,0.556
"2757","Firefly Seafood & Steak House",44,2.34090909090909,-1.359
"2758","Firefly Tapas Kitchen and Bar",92,3.92391304347826,0.224
"2759","Firegrill Steakhouse & Bar",34,3.23529411764706,-0.465
"2760","Firehaus",51,3.17647058823529,-0.524
"2761","Firehouse Grille & Pub",36,3.08333333333333,-0.617
"2762","Firehouse Subs",1242,3.75603864734299,0
"2763","Firelight Buffet",72,2.79166666666667,-0.908
"2764","FireRock Steakhouse Las Vegas",272,3.49632352941176,-0.204
"2765","Fireside Restaurant & Tavern",67,3.92537313432836,0
"2766","FireWater",44,2.93181818181818,-0.768
"2767","Firkin On King",31,3.2258064516129,-0.474
"2768","Firkin On Paradise",58,3.46551724137931,0
"2769","Firkin On Yonge",34,2.88235294117647,-0.818
"2770","First Food & Bar",210,3.67619047619048,0
"2771","First Watch",1003,3.78963110667996,0.09
"2772","Fish Market",63,3.50793650793651,0
"2773","Fish N Bowl",96,4.25,0.55
"2774","Fishbar",36,3.38888888888889,0
"2775","Fisher's Cafe & Pub",44,3.09090909090909,-0.609
"2776","Fishers In The City",33,4.3030303030303,0.603
"2777","Fishman Lobster Clubhouse Restaurant",166,3.71686746987952,0
"2778","Fishman Wharf Seafood",34,3.52941176470588,0
"2779","Fit For Life",34,3.55882352941176,0
"2780","Fitzgerald's Irish Pub",57,3.17543859649123,-0.525
"2781","Five Doors North",38,3.92105263157895,0
"2782","Five Guys",105,3.63809523809524,0
"2783","Five Guys Burgers & Fries",42,3.33333333333333,-0.367
"2784","Five Guys Burgers and Fries",2115,3.58156028368794,-0.118
"2785","Five Star Tavern",67,3.64179104477612,0
"2786","Five50 Pizza Bar",293,3.86689419795222,0.167
"2787","FIX",320,3.7,0
"2788","Fix8 Fitness Cafe & Grill",53,4.16981132075472,0.47
"2789","Flame Kabob",166,3.69879518072289,0
"2790","Flaming Ice Cube",78,4.08974358974359,0.39
"2791","Flaming Kabob",148,3.78378378378378,0
"2792","Flamingo Palace",104,3.35576923076923,-0.344
"2793","Flamingo Pizza",147,3.19047619047619,-0.51
"2794","Flancer's",264,4.04166666666667,0.342
"2795","Flannery's Pub",113,3.39823008849558,-0.302
"2796","Flanny's Bar & Grill",84,3.76190476190476,0
"2797","Flapjacks",48,3.83333333333333,0
"2798","Flat Top Grill",111,2.79279279279279,-0.907
"2799","FlatIron Kitchen & Taphouse",71,3.45070422535211,-0.249
"2800","Flavor Flav's House of Flavor",33,2.63636363636364,-1.064
"2801","Flavors of India",179,3.64245810055866,0
"2802","Flavors of Louisiana",298,4.24496644295302,0.545
"2803","Flavors The Buffet",302,2.91059602649007,-0.789
"2804","Fleming's Prime Steakhouse & Wine Bar",954,3.92033542976939,0.22
"2805","Fleur by Hubert Keller",548,3.81934306569343,0.119
"2806","Flicka's Baja Cantina",37,3.24324324324324,-0.457
"2807","Flip'n Chicken",58,4.08620689655172,0.386
"2808","Flip Side",148,3.90540540540541,0.205
"2809","Flippin' Good Burgers & Shakes",114,3.84210526315789,0
"2810","Flipside",35,3.42857142857143,0
"2811","FlipSide",67,4.2089552238806,0.509
"2812","FlipSide Entertainment",73,3.0958904109589,-0.604
"2813","Flo's",396,3.5479797979798,-0.152
"2814","Flo's Diner",50,3.18,-0.52
"2815","Floating Market",43,4,0.3
"2816","Flock & Fowl",167,4.5688622754491,0.869
"2817","Flock Rotisserie + Greens",51,4.09803921568627,0.398
"2818","Florencia Pizza Bistro",85,4.21176470588235,0.512
"2819","Florida Cafe Cuban Bar & Grill",164,3.48780487804878,-0.212
"2820","Floridino's Pizza & Pasta",208,3.98076923076923,0.281
"2821","Flour",66,3.51515151515152,0
"2822","Flour & Barley",222,3.5,-0.2
"2823","Flower Child",448,4.23883928571429,0.539
"2824","Floyd's Kitchen",55,3.83636363636364,0
"2825","Flury's Cafe",37,3.97297297297297,0
"2826","Flying Biscuit Cafe- Charlotte",108,3.56481481481481,0
"2827","Flying Fig",193,4.02072538860104,0.321
"2828","Flying Saucer Draught Emporium",108,3.94444444444444,0.244
"2829","FnB",263,4.24714828897338,0.547
"2830","Focaccia Fiorentina",44,3.45454545454545,0
"2831","Fogo de Ch<U+00E3>o Brazilian Steakhouse",1078,4.25974025974026,0.56
"2832","Fogon - A Mexican Eatery",39,3.07692307692308,-0.623
"2833","Fonda Lola",37,3.35135135135135,-0.349
"2834","Fontanella Italiano Ristorante",32,3.375,0
"2835","Food Express Chinese Restaurant",106,3.94339622641509,0.243
"2836","Foosia",146,3.88356164383562,0.184
"2837","Forage Public House",103,3.98058252427184,0.281
"2838","Forefathers Gourmet Cheesesteaks & Fries",187,4.18716577540107,0.487
"2839","Forequarter",125,4.184,0.484
"2840","Forge Pizza",31,3.90322580645161,0
"2841","Forget Me Not Cafe",74,4.25675675675676,0.557
"2842","Forgotten Taste Pierogies",32,4.5625,0.862
"2843","Fork & Burger",37,4.45945945945946,0.759
"2844","Fork!",74,4.14864864864865,0.449
"2845","Forno 301",115,4.47826086956522,0.778
"2846","Forte European Tapas Bar and Bistro",211,4.09478672985782,0.395
"2847","Fortune Cookie II",34,3.29411764705882,-0.406
"2848","Foster's Grille",37,4,0.3
"2849","Foundation Room",265,3.79245283018868,0
"2850","Four Kegs Sports Bar",225,3.83111111111111,0
"2851","Four Peaks Brewing",1056,4.30965909090909,0.61
"2852","Four Peaks Brewing Company",157,3.1656050955414,-0.534
"2853","Four Peaks Grill & Tap",299,4.07692307692308,0.377
"2854","Four Seasons Sushi Bar & Grill",69,3.92753623188406,0
"2855","Four Sevens Sports Bar & Restaurant",38,4.26315789473684,0.563
"2856","Fourth Ward Bread Co.",37,4.27027027027027,0.57
"2857","Fox's Pizza Den",54,3.07407407407407,-0.626
"2858","Fox & Hound",33,2.84848484848485,-0.852
"2859","Fox & Hound English Pub & Grille",41,2.41463414634146,-1.285
"2860","Fox & Hound of Charlotte",33,2.57575757575758,-1.124
"2861","Fox & Hound Pub & Grill",37,2.62162162162162,-1.078
"2862","Fox and Hound",56,3.42857142857143,-0.271
"2863","Fox and Hound Pub",31,2.48387096774194,-1.216
"2864","Fox Smokehouse Bbq",286,4.84615384615385,1.146
"2865","Foxley Bistro and Bar",76,4.15789473684211,0.458
"2866","Fractured Prune",136,4.07352941176471,0.374
"2867","Fractured Prune Doughnuts",93,4.04301075268817,0.343
"2868","Fran's Filling Station",89,3.8314606741573,0
"2869","Fran's Place",35,4.11428571428571,0.414
"2870","Fran's Restaurant",277,2.96750902527076,-0.732
"2871","Francesca's Al Lago",62,3.58064516129032,0
"2872","Francesca Italian Bakery & Delicatessen",43,3.65116279069767,0
"2873","Francisco's Brick Pizza & Pitas",54,3.14814814814815,-0.552
"2874","Francisco's Mexican Cantina",43,3.55813953488372,0
"2875","Franco's Italian Caffe",82,4.74390243902439,1.044
"2876","Frank",45,3.08888888888889,-0.611
"2877","Frank's Kitchen",73,4.32876712328767,0.629
"2878","Frank's New York Style Deli",38,4.60526315789474,0.905
"2879","Frank's Pizza House Restaurant",39,3.33333333333333,0
"2880","Frank & Albert's",89,3.2247191011236,-0.475
"2881","Frank & Fina's Cocina",194,4.06701030927835,0.367
"2882","Frank & Lupe's Old Mexico",229,3.21397379912664,-0.486
"2883","Frankenstein & Bier Keller",51,3,-0.7
"2884","Frankie's Bar and Cafe",67,3.97014925373134,0.27
"2885","Frankie's Famous Pizza",50,3.62,0
"2886","Frankie's Italian Cuisine",61,3.32786885245902,-0.372
"2887","Frankie's Pizza",50,4.84,1.14
"2888","Frankie Tomatto's",88,3.01136363636364,-0.689
"2889","Franktuary",196,3.58673469387755,0
"2890","Frasher's Smokehouse",99,4.01010101010101,0.31
"2891","Frasher's Steak House & Lounge",73,3.89041095890411,0
"2892","Fratelli's Ristorante & Pizzeria",31,3.19354838709677,-0.506
"2893","Fratelli Village Pizzeria",43,4.18604651162791,0.486
"2894","Fraticelli's Authentic Italian Grill",50,3.04,-0.66
"2895","Fred's Not Here",81,3,-0.7
"2896","Freddy's Frozen Custard & Steakburgers",542,3.94833948339483,0.248
"2897","Freddys Frozen Custard & Steakburgers",60,3.86666666666667,0
"2898","Free Times",50,3.68,0
"2899","Freed's Bakery",394,4.14720812182741,0.447
"2900","Freedom Beat",36,3.44444444444444,0
"2901","Freiburg Gastropub",45,3.8,0
"2902","Fremont Hotel & Casino",139,2.93525179856115,-0.765
"2903","French Corner Bakery & Patisserie",37,4.35135135135135,0.651
"2904","French Grocery",123,3.98373983739837,0.284
"2905","French Market Buffet",192,3.234375,-0.466
"2906","French Quarter",39,3.25641025641026,-0.444
"2907","Fresca Pizza & Pasta",33,3.84848484848485,0
"2908","Fresco",93,4,0.3
"2909","Fresco's Fish & Chips",156,4.36538461538461,0.665
"2910","Fresco Italiano",32,3.5625,0
"2911","Fresco Mexican Grill & Salsa Bar",95,3.90526315789474,0
"2912","Fresh Buffet",85,2.51764705882353,-1.182
"2913","Fresh Burger",111,4.14414414414414,0.444
"2914","Fresh Chef Kitchen",54,4.59259259259259,0.893
"2915","Fresh Cup",69,4.21739130434783,0.517
"2916","Fresh Grill & Bar",107,3.4018691588785,-0.298
"2917","Fresh Healthy Cafe",47,3.8936170212766,0
"2918","Fresh Kabob",105,3.75238095238095,0
"2919","Fresh Mama",65,3.41538461538462,-0.285
"2920","Fresh Millions Restaurant",140,4.43571428571429,0.736
"2921","Fresh Mint",161,4.00621118012422,0.306
"2922","Fresh Off The Boat",105,3.39047619047619,-0.31
"2923","Fresh on Bloor",132,3.74242424242424,0
"2924","Fresh on Eglinton",67,3.65671641791045,0
"2925","Fresh on Queen",65,3.32307692307692,-0.377
"2926","Fresh on Spadina",157,3.68789808917197,0
"2927","Fresh Start Diner",56,4.14285714285714,0.443
"2928","Fresh To Order",41,4.36585365853659,0.666
"2929","Fresh Wasabi",102,3.96078431372549,0.261
"2930","Fresh Wasabi Sushi & Grill",109,3.63302752293578,0
"2931","Freshbox Grayhawk",37,4.43243243243243,0.732
"2932","Freshbox McDowell Mountain",34,4.47058823529412,0.771
"2933","Freshii",220,3.10454545454545,-0.595
"2934","Freska Mediterranean Grill",31,4.25806451612903,0.558
"2935","Fressen Restaurant",36,3.41666666666667,0
"2936","Frida",63,2.57142857142857,-1.129
"2937","Friday's Front Row Sports Grill",76,3.18421052631579,-0.516
"2938","Frijoles & Frescas Grilled Tacos",285,4.28421052631579,0.584
"2939","Fring's",83,3.27710843373494,-0.423
"2940","FrinGo's Kitchen",51,4.56862745098039,0.869
"2941","Frite Alors",164,3.50609756097561,-0.194
"2942","Fromagination",98,4.13265306122449,0.433
"2943","Front Street Foods",33,3.96969696969697,0
"2944","Frost Bites Shavery",41,4.90243902439024,1.202
"2945","Frost Gelato",181,4.74585635359116,1.046
"2946","Fruits and Roots",84,4.47619047619048,0.776
"2947","Fry Bread House",129,4.22480620155039,0.525
"2948","Fry Bread House East",53,3.92452830188679,0
"2949","F¨² Asian Kitchen",61,4.0983606557377,0.398
"2950","F¨±D at Salud",32,4.6875,0.987
"2951","Fuddruckers",360,3.39722222222222,-0.303
"2952","Fuego Bistro",321,4.32710280373832,0.627
"2953","Fuego CityScape",80,3.4875,0
"2954","Fuego Steakhouse",36,4.02777777777778,0.328
"2955","Fuego Taco Shop",40,4.525,0.825
"2956","Fuego Tacos",99,3.45454545454545,-0.245
"2957","Fuel & Fuddle",140,3.73571428571429,0
"2958","Fuel Pizza Cafe",222,2.72972972972973,-0.97
"2959","FUEL+",39,4.66666666666667,0.967
"2960","Fugo Desserts",54,3.37037037037037,-0.33
"2961","Fugu",79,3.35443037974684,-0.346
"2962","Fuji Grill Buffet",43,3.30232558139535,-0.398
"2963","Fuji Japanese Restaurant",34,3.41176470588235,0
"2964","Fuji Japanese Steakhouse",80,2.8375,-0.863
"2965","Fuji Sushi & Hibachi",45,3.57777777777778,0
"2966","Fujimi Japanese Steakhouse",45,3.28888888888889,-0.411
"2967","Fujiya Market",45,4,0.3
"2968","Fujiyama Steakhouse & Sushi Bar",31,2.80645161290323,-0.894
"2969","Fujo",67,3.46268656716418,0
"2970","Fuku Burger",203,4.19211822660098,0.492
"2971","Fukuburger",54,3.59259259259259,0
"2972","Fukuburger Truck",218,4.21100917431193,0.511
"2973","Fukuda",58,3.68965517241379,0
"2974","Fukumimi Ramen",345,4.13913043478261,0.439
"2975","Full House BBQ",147,4.17687074829932,0.477
"2976","Fulton Fish Frye",55,3.6,0
"2977","Fulton Street Food Hall",56,3.66071428571429,0
"2978","Fune Japanese Restaurant",69,3.69565217391304,0
"2979","FuNuGyz Sports Grill",55,2.89090909090909,-0.809
"2980","Fusaro's",34,3.91176470588235,0
"2981","Fusaro's Kitchen",55,4.2,0.5
"2982","Fuse",40,3.4,0
"2983","Fushimi",87,3.36781609195402,-0.332
"2984","Futo Buta",272,4.16176470588235,0.462
"2985","Future Bistro",113,3.34513274336283,-0.355
"2986","FuZen",39,3.82051282051282,0
"2987","Fuzzy's Southwest Sports Grill",40,2.625,-1.075
"2988","Fuzzy's Taco Shop",259,3.40926640926641,-0.291
"2989","Fynn's of Temple Bar",39,3.48717948717949,0
"2990","G's Food",69,3.59420289855072,0
"2991","G & G Noodle Bar",176,3.86931818181818,0.169
"2992","G For Gelato and Pizza Bar",84,4.14285714285714,0.443
"2993","Ga Bin Korean Restaurant",45,3.71111111111111,0
"2994","Gaati Thai Kitchen",148,4.04054054054054,0.341
"2995","Gab & Eat",40,4.175,0.475
"2996","Gabby's",82,2.68292682926829,-1.017
"2997","Gabriella's Italian Grill & Pizzeria",93,3.53763440860215,0
"2998","Gaby Et Jules",84,4.08333333333333,0.383
"2999","Gado Gado Indonesian Cuisine",66,4.22727272727273,0.527
"3000","Gadzooks Enchiladas & Soup",350,4.14,0.44
"3001","Gaetano's Ristorante",177,3.9774011299435,0.277
"3002","Gal's Sushi",123,3.44715447154472,-0.253
"3003","Galanga Thai Eatery",88,3.84090909090909,0
"3004","Galaxy Cafe",37,3.59459459459459,0
"3005","Gallagher's",188,2.73936170212766,-0.961
"3006","Gallagher's Sports Grill",54,2.66666666666667,-1.033
"3007","Gallagher's Steakhouse",489,3.93251533742331,0.233
"3008","Galleria Supermarket",81,4.03703703703704,0.337
"3009","Gallo Blanco",559,4.0608228980322,0.361
"3010","Galway Hooker",54,3.94444444444444,0
"3011","Game Seven Grill",34,2.26470588235294,-1.435
"3012","Gamekeeper's Taverne",58,3.51724137931034,0
"3013","Gameworks",106,2.57547169811321,-1.125
"3014","GameWorks",164,3.1219512195122,-0.578
"3015","GaNaDaRa",128,4.3828125,0.683
"3016","Gandhi Cuisine",134,4.04477611940298,0.345
"3017","Gandhi India's Cuisine",175,3.68571428571429,0
"3018","Gandolfo's New York Delicatessen",52,3.40384615384615,0
"3019","Gangnam Asian BBQ Dining",2470,4.67327935222672,0.973
"3020","Gangnam Sushi & Grill",85,4.22352941176471,0.524
"3021","Garage Beirut",38,4.42105263157895,0.721
"3022","Garage Wine and Tap",127,3.67716535433071,0
"3023","Garbanzo Mediterranean Grill",90,3.6,0
"3024","Garcia's",91,2.97802197802198,-0.722
"3025","Garcia's Las Avenidas",94,3.58510638297872,0
"3026","Garcia's Mexican Restaurant",134,3.17164179104478,-0.528
"3027","Garcia's Mexican Restaurants",71,2.90140845070423,-0.799
"3028","Garde Manger",137,4.08759124087591,0.388
"3029","Garden Buffet",159,2.54088050314465,-1.159
"3030","Garden Court Buffet",249,3.40963855421687,-0.29
"3031","Garden Grill",50,4.78,1.08
"3032","Garden Pizza",40,3.25,-0.45
"3033","Garden Restaurant",46,3.26086956521739,-0.439
"3034","Gardu<U+00F1>os",65,3.03076923076923,-0.669
"3035","Garduno's",31,3.2258064516129,-0.474
"3036","Garfield's Restaurant",46,3.41304347826087,0
"3037","Garnachas Mexican Street Food",31,4.32258064516129,0.623
"3038","Garretts Mill Diner",32,4.09375,0.394
"3039","Gasper's Casual Italian Dining and Pizzeria",50,4,0.3
"3040","Gastst<U+00E4>tte Trollinger",31,3.16129032258065,-0.539
"3041","Gata Thai Cuisine",73,3.91780821917808,0
"3042","Gates & Brovi",71,3.56338028169014,0
"3043","Gateway Grill",63,3.61904761904762,0
"3044","Gaucho Parrilla Argentina",617,4.6839546191248,0.984
"3045","Gecko Grill",127,3.65354330708661,0
"3046","Geisha A Go Go",295,3.40338983050847,-0.297
"3047","Geisha House Steak & Sushi",328,3.78658536585366,0
"3048","Geisha Steakhouse",72,4.23611111111111,0.536
"3049","Gen Korean BBQ House",953,4.32633788037775,0.626
"3050","Genaro's Rotisserie & Grill",37,4.05405405405405,0.354
"3051","Genghis Grill",658,3.32522796352584,-0.375
"3052","Genghis Khan Mongolian Grill",57,3.6140350877193,0
"3053","Genji Sushi",43,4.27906976744186,0.579
"3054","Geno's Cheesesteaks & Deli",61,2.67213114754098,-1.028
"3055","Geno's Giant Slice",132,2.51515151515152,-1.185
"3056","Geno's Pizza & Cheesesteaks",42,2.47619047619048,-1.224
"3057","Geno's Pizza ,Cheesesteak & Deli",43,2.44186046511628,-1.258
"3058","Genuine Fresche",190,3.75263157894737,0
"3059","George",94,4.51063829787234,0.811
"3060","George's  Kitchen",81,4.37037037037037,0.67
"3061","George's Famous Gyros",164,4.54878048780488,0.849
"3062","George's Famous Gyros & Pasta",69,4.46376811594203,0.764
"3063","George's Gyros",68,4.29411764705882,0.594
"3064","George's Kitchen",65,4.29230769230769,0.592
"3065","George & Dragon Restaurant",216,3.50925925925926,-0.191
"3066","George & Son's Asian Cuisine",256,4.12109375,0.421
"3067","Georges Brasserie",163,3.82208588957055,0
"3068","Geraci's Restaurant",110,3.49090909090909,0
"3069","German Bread Bakery",76,4.34210526315789,0.642
"3070","Gertrude's",168,3.47619047619048,-0.224
"3071","Ghazale Restaurant",42,3.35714285714286,-0.343
"3072","Ghillie Dhu",41,2.97560975609756,-0.724
"3073","Giacomo's Pizzeria and Italian Restaurant",60,3.98333333333333,0.283
"3074","Giada",1193,3.50796311818944,-0.192
"3075","Giada's Italian Cucina",50,3.68,0
"3076","Gianfranco by Darcy Ristorante",34,3.05882352941176,-0.641
"3077","Gianna's Pizza",35,3.77142857142857,0
"3078","Gianni's Trattoria",39,4.28205128205128,0.582
"3079","Giant Eagle Market District",51,2.80392156862745,-0.896
"3080","Giant Hamburgers",149,4.38255033557047,0.683
"3081","Giant Rustic Pizza",118,3.72881355932203,0
"3082","Gibby's Restaurant",134,4.34328358208955,0.643
"3083","Gigi's On Fairmount",72,4.20833333333333,0.508
"3084","Gil's Taste of Taos",45,3.8,0
"3085","Gilaneh Restaurant",31,3.06451612903226,-0.635
"3086","Gilead Cafe and Bistro",39,3.61538461538462,0
"3087","Gillespie's Map Room",67,3.53731343283582,0
"3088","Gilley's",283,2.75971731448763,-0.94
"3089","Gimme Some Sugar",127,3.69291338582677,0
"3090","Gina's Bistro",108,4.34259259259259,0.643
"3091","Ginban Sushi",114,4.04385964912281,0.344
"3092","Ginbu 401",80,3.45,-0.25
"3093","Ginger",201,3.2089552238806,-0.491
"3094","Ginger & Onion Cuisine",48,3.3125,-0.388
"3095","Ginger China Bistro",41,3.63414634146341,0
"3096","Ginger Monkey",49,3.79591836734694,0
"3097","Ginger Restaurant",56,3.46428571428571,0
"3098","Ginko",116,4.27586206896552,0.576
"3099","Gino's Italian Deli",37,4.16216216216216,0.462
"3100","Gino's Pizza",60,2.43333333333333,-1.267
"3101","Ginseng 3",65,2.78461538461538,-0.915
"3102","Ginseng Korean BBQ II",150,3.1,-0.6
"3103","Ginza",59,4.05084745762712,0.351
"3104","Ginza of Tokyo",41,2.34146341463415,-1.359
"3105","Ginza Sushi",55,2.8,-0.9
"3106","Ginza Sushi Restaurant",72,3.47222222222222,0
"3107","Gio Rana's Really Really Nice Restaurant",98,4.04081632653061,0.341
"3108","Gionino's Pizzeria",75,3.58666666666667,0
"3109","Giordano's",113,3.69911504424779,0
